400000,2355.829102,4,2,200000
400000,2320.029053,4,2,200000
400000,2320.427002,4,2,200000
500000,2301.952881,4,2,250000
500000,2310.072021,4,2,250000
500000,2306.044922,4,2,250000
500000,2316.676025,4,2,250000
500000,2300.736084,4,2,250000
500000,2310.202881,4,2,250000
10000,1738.218018,4,100,100
10000,1662.136963,4,100,100
10000,1712.912964,4,100,100
10000,1650.001953,4,100,100
10000,2086.212891,4,100,100
10000,1681.430054,4,100,100
50000,2034.963013,4,100,500
50000,2054.167969,4,100,500
50000,2089.272949,4,100,500
50000,2103.818115,4,100,500
50000,2072.521973,4,100,500
50000,2068.010010,4,100,500
100000,2075.950928,4,100,1000
100000,2130.297119,4,100,1000
100000,2103.003906,4,100,1000
100000,2049.131104,4,100,1000
100000,2059.062012,4,100,1000
100000,2089.831055,4,100,1000
200000,2088.635986,4,100,2000
200000,2092.520020,4,100,2000
200000,2049.299072,4,100,2000
200000,2130.218994,4,100,2000
200000,2088.092041,4,100,2000
200000,2131.251953,4,100,2000
300000,132.429993,4,100,3000
300000,128.703995,4,100,3000
300000,129.145996,4,100,3000
300000,127.271004,4,100,3000
300000,129.604996,4,100,3000
300000,127.597000,4,100,3000
400000,133.686005,4,100,4000
400000,131.580994,4,100,4000
400000,130.201004,4,100,4000
400000,146.391998,4,100,4000
400000,129.794006,4,100,4000
400000,131.529007,4,100,4000
500000,139.440994,4,100,5000
500000,147.531998,4,100,5000
500000,130.548996,4,100,5000
500000,131.557007,4,100,5000
500000,129.945007,4,100,5000
500000,138.153000,4,100,5000
10000,468.117004,4,1000,10
10000,465.411987,4,1000,10
10000,667.215027,4,1000,10
10000,896.265015,4,1000,10
10000,795.145020,4,1000,10
10000,425.029999,4,1000,10
50000,660.001038,4,1000,50
50000,745.814026,4,1000,50
50000,781.922974,4,1000,50
50000,723.253052,4,1000,50
50000,700.596008,4,1000,50
50000,649.979980,4,1000,50
100000,690.366028,4,1000,100
100000,826.129028,4,1000,100
100000,709.289978,4,1000,100
100000,975.588989,4,1000,100
100000,800.375977,4,1000,100
100000,705.567017,4,1000,100
200000,706.723999,4,1000,200
200000,986.422974,4,1000,200
200000,803.215027,4,1000,200
200000,662.601013,4,1000,200
200000,838.896973,4,1000,200
200000,675.270996,4,1000,200
300000,310.575989,4,1000,300
300000,460.244995,4,1000,300
300000,373.303986,4,1000,300
300000,531.155029,4,1000,300
300000,301.897003,4,1000,300
300000,383.994995,4,1000,300
400000,430.838989,4,1000,400
400000,424.428986,4,1000,400
400000,425.731995,4,1000,400
400000,376.343994,4,1000,400
400000,358.302002,4,1000,400
400000,312.408997,4,1000,400
500000,315.647003,4,1000,500
500000,322.979004,4,1000,500
500000,565.606995,4,1000,500
500000,566.835022,4,1000,500
500000,319.712006,4,1000,500
500000,318.528992,4,1000,500
10000,2306.708984,6,1,10000
10000,2306.122070,6,1,10000
10000,2316.441895,6,1,10000
10000,2312.476074,6,1,10000
10000,2306.858887,6,1,10000
10000,2318.160889,6,1,10000
50000,2326.082031,6,1,50000
50000,2335.779053,6,1,50000
50000,2325.021973,6,1,50000
50000,2348.497070,6,1,50000
50000,2322.065918,6,1,50000
50000,2325.333984,6,1,50000
100000,2298.128906,6,1,100000
100000,2292.979980,6,1,100000
100000,2311.506104,6,1,100000
100000,2313.646973,6,1,100000
100000,2303.176025,6,1,100000
100000,2300.187988,6,1,100000
200000,2299.994141,6,1,200000
200000,2298.349121,6,1,200000
200000,2303.218994,6,1,200000
200000,2310.192139,6,1,200000
200000,2309.413086,6,1,200000
200000,2317.830078,6,1,200000
300000,2317.627930,6,1,300000
300000,2309.732910,6,1,300000
300000,2302.022949,6,1,300000
300000,2311.770020,6,1,300000
300000,2306.568115,6,1,300000
300000,2305.779053,6,1,300000
400000,2306.622070,6,1,400000
400000,2321.726074,6,1,400000
400000,2324.854980,6,1,400000
400000,2314.586914,6,1,400000
400000,2314.560059,6,1,400000
400000,2313.560059,6,1,400000
500000,2318.133057,6,1,500000
500000,2315.128906,6,1,500000
500000,2306.572998,6,1,500000
500000,2307.103027,6,1,500000
500000,2315.394043,6,1,500000
500000,2320.468994,6,1,500000
10000,4596.467773,6,2,5000
10000,4603.430176,6,2,5000
10000,4609.577148,6,2,5000
10000,4633.392090,6,2,5000
10000,4606.180176,6,2,5000
10000,4602.931152,6,2,5000
50000,4611.800781,6,2,25000
50000,4599.226074,6,2,25000
50000,4596.945801,6,2,25000
50000,4605.066895,6,2,25000
50000,4616.459961,6,2,25000
50000,4585.165039,6,2,25000
100000,4576.701172,6,2,50000
100000,4559.951172,6,2,50000
100000,4545.245117,6,2,50000
100000,4558.411133,6,2,50000
100000,4560.051758,6,2,50000
100000,4569.270020,6,2,50000
200000,4564.444824,6,2,100000
200000,4560.497070,6,2,100000
200000,4602.410156,6,2,100000
200000,4553.651855,6,2,100000
200000,4553.213867,6,2,100000
200000,4568.584961,6,2,100000
300000,4558.269043,6,2,150000
300000,4585.005859,6,2,150000
300000,4558.788086,6,2,150000
300000,4557.282227,6,2,150000
300000,4582.214844,6,2,150000
300000,4566.987793,6,2,150000
400000,4557.895996,6,2,200000
400000,4572.207031,6,2,200000
400000,4561.691895,6,2,200000
400000,4569.574219,6,2,200000
400000,4566.626953,6,2,200000
400000,4579.335938,6,2,200000
500000,4573.026855,6,2,250000
500000,4578.125000,6,2,250000
500000,4580.244141,6,2,250000
500000,4557.338867,6,2,250000
500000,4582.653809,6,2,250000
500000,4567.099121,6,2,250000
10000,2106.239014,6,100,100
10000,2097.931885,6,100,100
10000,2106.260010,6,100,100
10000,2163.510010,6,100,100
10000,2138.250000,6,100,100
10000,2099.016113,6,100,100
50000,2085.998047,6,100,500
50000,2096.987061,6,100,500
50000,2177.354980,6,100,500
50000,2123.500000,6,100,500
50000,2125.260010,6,100,500
50000,2101.345947,6,100,500
100000,2145.224121,6,100,1000
100000,2086.939941,6,100,1000
100000,2113.957031,6,100,1000
100000,2227.360107,6,100,1000
100000,137.185989,6,100,1000
100000,121.464996,6,100,1000
200000,125.188004,6,100,2000
200000,124.383003,6,100,2000
200000,127.391998,6,100,2000
200000,124.726997,6,100,2000
200000,125.355003,6,100,2000
200000,126.334999,6,100,2000
300000,122.336998,6,100,3000
300000,123.805000,6,100,3000
300000,123.013000,6,100,3000
300000,123.360001,6,100,3000
300000,124.537003,6,100,3000
300000,131.979996,6,100,3000
400000,126.607002,6,100,4000
400000,124.435997,6,100,4000
400000,126.892998,6,100,4000
400000,124.598999,6,100,4000
400000,128.822998,6,100,4000
400000,126.280998,6,100,4000
500000,131.550003,6,100,5000
500000,127.755997,6,100,5000
500000,130.589005,6,100,5000
500000,147.871994,6,100,5000
500000,128.649002,6,100,5000
500000,132.089005,6,100,5000
10000,557.786987,6,1000,10
10000,541.330017,6,1000,10
10000,533.846008,6,1000,10
10000,544.140991,6,1000,10
10000,523.955994,6,1000,10
10000,562.072021,6,1000,10
50000,678.653015,6,1000,50
50000,675.038025,6,1000,50
50000,681.026978,6,1000,50
50000,669.181030,6,1000,50
50000,668.437012,6,1000,50
50000,668.591980,6,1000,50
100000,667.379028,6,1000,100
100000,680.513000,6,1000,100
100000,669.789978,6,1000,100
100000,813.663025,6,1000,100
100000,692.791016,6,1000,100
100000,672.321045,6,1000,100
200000,687.223999,6,1000,200
200000,666.383972,6,1000,200
200000,665.671997,6,1000,200
200000,674.179993,6,1000,200
200000,745.690002,6,1000,200
200000,692.294983,6,1000,200
300000,321.078003,6,1000,300
300000,319.479980,6,1000,300
300000,413.221008,6,1000,300
300000,329.520996,6,1000,300
300000,325.489990,6,1000,300
300000,394.317993,6,1000,300
400000,317.627014,6,1000,400
400000,318.188995,6,1000,400
400000,336.929993,6,1000,400
400000,339.154999,6,1000,400
400000,322.841003,6,1000,400
400000,403.795990,6,1000,400
500000,321.570007,6,1000,500
500000,323.181000,6,1000,500
500000,318.063995,6,1000,500
500000,318.355988,6,1000,500
500000,428.251007,6,1000,500
500000,324.914001,6,1000,500
10000,3743.360107,8,1,10000
10000,3753.043945,8,1,10000
10000,3756.910889,8,1,10000
10000,3761.455078,8,1,10000
10000,3762.038086,8,1,10000
10000,3757.253906,8,1,10000
50000,3774.185059,8,1,50000
50000,3783.132080,8,1,50000
50000,3773.452881,8,1,50000
50000,3780.939941,8,1,50000
50000,3811.360107,8,1,50000
50000,3782.826904,8,1,50000
100000,3763.510986,8,1,100000
100000,3753.781982,8,1,100000
100000,3733.965088,8,1,100000
100000,3727.865967,8,1,100000
100000,3734.659912,8,1,100000
100000,3740.310059,8,1,100000
200000,3762.814941,8,1,200000
200000,3750.159912,8,1,200000
200000,3732.077881,8,1,200000
200000,3744.233887,8,1,200000
200000,3741.467041,8,1,200000
200000,3739.775879,8,1,200000
300000,3758.104980,8,1,300000
300000,3775.825928,8,1,300000
300000,3744.648926,8,1,300000
300000,3750.982910,8,1,300000
300000,3769.653076,8,1,300000
300000,3739.597900,8,1,300000
400000,3741.899902,8,1,400000
400000,3742.008057,8,1,400000
400000,3745.407959,8,1,400000
400000,3731.024902,8,1,400000
400000,3739.446045,8,1,400000
400000,3729.600098,8,1,400000
500000,3725.646973,8,1,500000
500000,3740.789062,8,1,500000
500000,3742.732910,8,1,500000
500000,3774.315918,8,1,500000
500000,3748.269043,8,1,500000
500000,3734.191895,8,1,500000
10000,7515.391113,8,2,5000
10000,7497.359863,8,2,5000
10000,7525.890137,8,2,5000
10000,7533.185059,8,2,5000
10000,7528.257812,8,2,5000
10000,7495.136230,8,2,5000
50000,7464.523926,8,2,25000
50000,7461.872070,8,2,25000
50000,7470.286133,8,2,25000
50000,7460.512207,8,2,25000
50000,7457.830078,8,2,25000
50000,7459.185059,8,2,25000
100000,7417.461914,8,2,50000
100000,7450.538086,8,2,50000
100000,7430.026855,8,2,50000
100000,7447.986816,8,2,50000
100000,7447.011230,8,2,50000
100000,7427.893066,8,2,50000
200000,7450.018066,8,2,100000
200000,7424.294922,8,2,100000
200000,7497.606934,8,2,100000
200000,7468.169922,8,2,100000
200000,7434.604004,8,2,100000
200000,7416.235840,8,2,100000
300000,7442.337891,8,2,150000
300000,7438.932129,8,2,150000
300000,7437.463867,8,2,150000
300000,7428.936035,8,2,150000
300000,7429.801758,8,2,150000
300000,7437.932129,8,2,150000
400000,7419.900879,8,2,200000
400000,7453.277832,8,2,200000
400000,7426.960938,8,2,200000
400000,7440.446777,8,2,200000
400000,7430.007812,8,2,200000
400000,7431.759766,8,2,200000
500000,7457.793945,8,2,250000
500000,7442.685059,8,2,250000
500000,7475.361816,8,2,250000
500000,7436.679199,8,2,250000
500000,7429.438965,8,2,250000
500000,7450.367188,8,2,250000
10000,2103.800049,8,100,100
10000,2261.060059,8,100,100
10000,2155.318115,8,100,100
10000,2159.875000,8,100,100
10000,2225.039062,8,100,100
10000,2139.779053,8,100,100
50000,2202.527100,8,100,500
50000,2123.279053,8,100,500
50000,2156.513916,8,100,500
50000,2213.090088,8,100,500
50000,2144.924072,8,100,500
50000,2182.634033,8,100,500
100000,2101.496094,8,100,1000
100000,2281.304932,8,100,1000
100000,2144.646973,8,100,1000
100000,2135.981934,8,100,1000
100000,2176.650879,8,100,1000
100000,2149.114990,8,100,1000
200000,2040.905029,8,100,2000
200000,2174.194092,8,100,2000
200000,2311.019043,8,100,2000
200000,2178.512939,8,100,2000
200000,2136.626953,8,100,2000
200000,2144.406006,8,100,2000
300000,129.356003,8,100,3000
300000,123.669998,8,100,3000
300000,125.038002,8,100,3000
300000,122.345001,8,100,3000
300000,121.569000,8,100,3000
300000,122.718002,8,100,3000
400000,124.317001,8,100,4000
400000,126.646004,8,100,4000
400000,124.620003,8,100,4000
400000,123.987000,8,100,4000
400000,124.399002,8,100,4000
400000,123.927002,8,100,4000
500000,125.539001,8,100,5000
500000,125.918999,8,100,5000
500000,127.531998,8,100,5000
500000,125.385002,8,100,5000
500000,129.100006,8,100,5000
500000,133.050995,8,100,5000
10000,781.596008,8,1000,10
10000,835.301025,8,1000,10
10000,744.359985,8,1000,10
10000,724.481995,8,1000,10
10000,745.518982,8,1000,10
10000,760.867004,8,1000,10
50000,760.656982,8,1000,50
50000,878.934998,8,1000,50
50000,764.533020,8,1000,50
50000,758.413025,8,1000,50
50000,900.640991,8,1000,50
50000,758.789001,8,1000,50
100000,765.614990,8,1000,100
100000,777.237976,8,1000,100
100000,878.669983,8,1000,100
100000,821.843994,8,1000,100
100000,762.606018,8,1000,100
100000,866.224976,8,1000,100
200000,766.484985,8,1000,200
200000,773.752014,8,1000,200
200000,759.994019,8,1000,200
200000,786.941040,8,1000,200
200000,766.096008,8,1000,200
200000,976.853027,8,1000,200
300000,436.997986,8,1000,300
300000,426.414978,8,1000,300
300000,423.761993,8,1000,300
300000,425.963989,8,1000,300
300000,484.229980,8,1000,300
300000,483.446991,8,1000,300
400000,420.716003,8,1000,400
400000,417.433014,8,1000,400
400000,592.268005,8,1000,400
400000,626.830994,8,1000,400
400000,426.343994,8,1000,400
400000,628.021973,8,1000,400
500000,424.483002,8,1000,500
500000,427.183990,8,1000,500
500000,432.056000,8,1000,500
500000,437.247009,8,1000,500
500000,426.666992,8,1000,500
500000,428.471985,8,1000,500
