1.000000000000000000e+04,4.367026673333334088e+02
5.000000000000000000e+04,7.881944986666667319e+02
1.000000000000000000e+05,7.299466756666665788e+02
2.000000000000000000e+05,6.727686666666667179e+02
3.000000000000000000e+05,4.445780031666666332e+02
4.000000000000000000e+05,3.707943369999999845e+02
5.000000000000000000e+05,5.180893453333333127e+02
6.000000000000000000e+05,3.802746686666666847e+02
7.000000000000000000e+05,3.546879931666666721e+02
8.000000000000000000e+05,4.039040019999999913e+02
9.000000000000000000e+05,3.652575023333333775e+02
1.000000000000000000e+06,3.266591695000000186e+02
2.000000000000000000e+06,4.764618378333333908e+02
3.000000000000000000e+06,5.139376626666665970e+02
4.000000000000000000e+06,4.381710105000000226e+02
5.000000000000000000e+06,4.781033376666666754e+02
