10000,1247.893066,4,1,10000
10000,1200.786987,4,1,10000
10000,1201.416992,4,1,10000
10000,1204.171021,4,1,10000
10000,1199.099976,4,1,10000
10000,1202.536987,4,1,10000
50000,1207.583984,4,1,50000
50000,1206.156982,4,1,50000
50000,1211.842041,4,1,50000
50000,1204.755981,4,1,50000
50000,1218.557007,4,1,50000
50000,1204.296997,4,1,50000
100000,1199.199951,4,1,100000
100000,1211.883057,4,1,100000
100000,1209.505981,4,1,100000
100000,1197.207031,4,1,100000
100000,1202.279053,4,1,100000
100000,1204.873047,4,1,100000
200000,1205.281006,4,1,200000
200000,1203.675049,4,1,200000
200000,1206.689941,4,1,200000
200000,1206.796997,4,1,200000
200000,1205.696045,4,1,200000
200000,1203.318970,4,1,200000
300000,1210.036987,4,1,300000
300000,1204.151001,4,1,300000
300000,1207.998047,4,1,300000
300000,1211.305054,4,1,300000
300000,1224.140991,4,1,300000
300000,1220.338013,4,1,300000
400000,1213.927002,4,1,400000
400000,1235.875000,4,1,400000
400000,1231.109985,4,1,400000
400000,1215.781982,4,1,400000
400000,1224.248047,4,1,400000
400000,1229.577026,4,1,400000
500000,1215.829956,4,1,500000
500000,1216.546997,4,1,500000
500000,1230.512939,4,1,500000
500000,1213.774048,4,1,500000
500000,1224.583008,4,1,500000
500000,1214.647949,4,1,500000
600000,1214.678955,4,1,600000
600000,1222.859985,4,1,600000
600000,1226.752075,4,1,600000
600000,1219.578979,4,1,600000
600000,1225.801025,4,1,600000
600000,1225.005981,4,1,600000
700000,1221.291016,4,1,700000
700000,1224.536987,4,1,700000
700000,1224.666992,4,1,700000
700000,1224.270996,4,1,700000
700000,1238.601074,4,1,700000
700000,1237.401978,4,1,700000
800000,1227.950073,4,1,800000
800000,1220.094971,4,1,800000
800000,1239.380981,4,1,800000
800000,1231.756958,4,1,800000
800000,1232.248047,4,1,800000
800000,1218.501953,4,1,800000
900000,1219.484985,4,1,900000
900000,1234.498047,4,1,900000
900000,1237.760010,4,1,900000
900000,1238.639038,4,1,900000
900000,1226.364014,4,1,900000
