10000,0.136572
50000,0.351562
100000,0.789062
200000,1.656250
300000,2.578125
400000,3.507812
500000,4.289062
600000,5.179688
700000,6.070312
800000,6.945312
900000,7.804688
1000000,8.750000
2000000,17.281250
3000000,26.093750
4000000,100
5000000,100
